Column Descriptions,
----,----
temp_date,Date of Temperature Reading
temp_anom,Temperature Anomaly Value
co2_date,Date of CO2 Reading
co2_reading,CO2 Value
ch4_date,Date of CH4 Reading
ch4_reading,CH4 Value
ir_date,Irish Data - Date of Reading
rainfall,Irish Data - Daily Rainfall Value
max_temp,Irish Data - Maximum Daily Temperature Value
min_temp,Irish Data - Mimimun Daily Temperature Value
,
temp_date,temp_anom,co2_date,co2_reading,ch4_date,ch4_reading,ir_date,rainfall,max_temp,min_temp
-13977,-5.96,-37429,204.77737582487998,-288218.4,524.0,1976-10-21,2.8,12.7,8.6
-14009,-6.46,-37452,191.53156337775,-287901.1,546.9,1976-10-22,20.0,11.3,8.7
-14043,-6.9,-37504,198.138503631,-287574.7,531.4,1976-10-23,1.8,11.6,7.0
-14078,-6.76,-37565,200.402973875925,-287240.7,529.9,1976-10-24,0.1,13.5,4.8
-14113,-5.94,-37671,195.70159247466665,-286883.2,532.3,1976-10-25,0.0,12.2,3.6
-14146,-6.1,-37759,196.6742707386,-286531.5,510.9,1976-10-26,3.9,12.4,2.8
-14178,-6.07,-37807,193.581354240625,-286176.4,520.9,1976-10-27,0.2,12.5,8.2
-14211,-6.22,-37934,193.873098888,-285877,513.8,1976-10-28,0.0,12.9,3.5
-14245,-7.41,-37950,197.55250733926664,-285544.6,528.8,1976-10-29,0.0,11.3,7.8
-14280,-6.44,-38092,192.59565555449998,-285208.9,520.1520464,1976-10-30,0.0,12.5,7.1
-14315,-6.12,-38162,193.08131430805,-284887.7,506.5,1976-10-31,14.5,11.8,5.6
-14349,-6.76,-38195,193.690311850125,-284545.1,500.0,1976-11-01,4.2,11.2,8.9
-14383,-6.79,-38358,197.90454896091208,-284185.8,495.2,1976-11-02,5.5,8.8,6.7
-14418,-6.75,-38535,201.32268604261674,-283838.9,485.8,1976-11-03,9.5,12.0,5.0
-14454,-6.86,-38603,201.48445246633034,-283481.4,469.6,1976-11-04,3.1,12.2,6.2
-14490,-8.15,-38804,200.46615960740988,-283120.3,457.4,1976-11-05,1.0,11.1,6.1
-14528,-7.05,-38957,200.96619797440226,-282782.8,476.5,1976-11-06,5.5,11.4,6.0
-14565,-7.44,-39217,201.53203042679758,-282415.6,464.6,1976-11-07,3.8,10.9,6.8
-14602,-7.15,-39353,204.18539759772148,-282036,508.5,1976-11-08,3.1,10.7,6.7
-14639,-6.82,-39655,205.49006636725477,-281661,498.6,1976-11-09,0.5,11.3,3.2
-14676,-8.83,-39809,201.12434903906262,-281303.2,471.0,1976-11-10,0.1,11.1,2.0
-14715,-7.37,-39950,199.89056576724948,-280941,452.7,1976-11-11,0.0,10.4,0.7
-14755,-8.21,-40365,200.8960917386434,-280560.5,425.1,1976-11-12,0.8,10.9,1.4
-14794,-8.11,-40678,204.82674347655342,-280171.2,468.4,1976-11-13,13.0,11.7,3.0
-14834,-8.23,-40899,206.35415471090323,-279782.4,456.9,1976-11-14,0.2,12.7,6.7
-14875,-9.0,-41018,204.26047843855292,-279351.7,447.9,1976-11-15,16.1,12.2,3.1
-14917,-7.74,-41221,203.16207190191966,-278942.6,461.6,1976-11-16,0.2,11.8,5.2
-14957,-7.8,-41400,201.66462398159248,-278396.2,473.0,1976-11-17,8.3,11.9,4.5
-14996,-8.38,-41565,204.2219503591491,-278197.3,454.8,1976-11-18,0.1,11.7,6.2
-15036,-7.38,-41711,203.18091908152513,-277817.5,463.0,1976-11-19,0.0,11.7,6.8
-15074,-8.66,-41859,201.68967291161366,-277362.9,419.7,1976-11-20,0.0,9.8,7.7
-15116,-7.4,-42145,204.30591912829976,-276760.3,438.4,1976-11-21,0.0,9.7,6.1
-15155,-9.37,-42254,201.99679013111552,-276506.2,428.4489403,1976-11-22,0.0,10.7,6.3
-15198,-8.5,-42400,206.22156348649375,-275845.2,465.8,1976-11-23,0.0,11.0,5.8
-15240,-8.4,-42540,204.82615482707928,-275599.3,479.5,1976-11-24,0.2,11.0,6.5
-15282,-9.11,-42705,212.28537276723182,-275151.3,451.8451914,1976-11-25,5.7,11.5,7.1
-15325,-8.39,-42866,210.4383494018988,-274723.7,467.3,1976-11-26,8.0,11.9,8.2
-15367,-9.08,-43046,211.4870756888481,-274320.1,503.8,1976-11-27,9.1,12.1,7.6
-15411,-9.54,-43192,207.9533487146811,-273874.4,478.8,1976-11-28,16.9,9.8,7.5
-15457,-9.47,-43330,213.9182293789752,-273407.5,455.2,1976-11-29,17.6,8.5,5.9
-15502,-9.47,-43510,214.5013713408328,-272933.7,475.4,1976-11-30,2.5,8.2,4.8
-15548,-9.7,-43746,217.51186974587569,-272465.7,463.4,1976-12-01,10.5,8.1,3.6
-15595,-8.13,-43927,222.71746789063323,-271998.1,467.4,1976-12-02,7.2,7.3,4.5
-15636,-8.97,-44107,221.7721744693644,-271552.5,482.8,1976-12-03,4.3,6.0,2.8
-15680,-9.74,-44231,219.24687294689662,-270832.7,451.4,1976-12-04,0.1,7.8,1.8
-15725,-8.9,-44358,218.34888238109227,-270561.9,470.2,1976-12-05,12.2,9.4,-2.7
-15769,-8.87,-44685,216.41663219437746,-269882.1,445.3710351,1976-12-06,4.4,8.6,3.5
-15814,-9.54,-44796,214.18284619947886,-269656.6,453.0,1976-12-07,4.0,9.2,3.7
-15859,-9.82,-44937,210.83763232817873,-269167.4,458.4,1976-12-08,0.0,8.9,4.8
-15906,-9.64,-45136,210.2720270577908,-268697.5,440.9,1976-12-09,1.7,5.7,-1.8
-15953,-9.21,-45364,207.5966069009341,-268251.9,460.0,1976-12-10,0.1,7.5,-0.5
-15998,-9.25,-45574,204.25993514002081,-267592.9,439.0,1976-12-11,0.0,9.3,-1.1
-16043,-8.94,-45760,203.7878948817506,-267347.8,454.2,1976-12-12,2.5,10.0,4.2
-16087,-9.18,-45993,205.65965094423697,-266897.9,423.4,1976-12-13,33.6,9.2,7.4
-16132,-9.45,-46273,206.18208295015899,-266445.5,454.2,1976-12-14,4.4,9.4,7.0
-16178,-9.41,-46477,200.97514386943084,-266005.3,418.1,1976-12-15,1.1,9.4,6.7
-16223,-9.36,-47037,201.57862918592315,-265566.5,413.8,1976-12-16,0.3,7.4,5.5
-16269,-9.51,-47352,200.12004323663527,-265117.7,425.3,1976-12-17,0.0,7.2,4.2
-16315,-9.4,-47512,204.05803785391646,-264678.9,384.1851554,1976-12-18,1.2,6.4,1.5
-16361,-10.35,-47778,203.8713291389937,-264279.9,416.6,1976-12-19,0.0,7.1,3.8
-16411,-8.67,-48056,204.37676012041777,-263843.2,422.4,1976-12-20,0.0,8.0,3.0
-16454,-9.26,-48270,206.74402693868802,-263418.5,411.9,1976-12-21,19.4,9.0,0.1
-16499,-8.56,-48577,207.40999031146947,-263027.7,414.5,1976-12-22,8.8,8.9,4.8
-16543,-9.92,-49079,207.63643592103043,-262645.3,398.4,1976-12-23,18.0,10.0,3.8
-16589,-9.21,-49481,211.57084710504336,-262272.6,417.2,1976-12-24,0.1,8.8,4.8
-16635,-9.61,-49829,215.07712976760632,-261892.8,413.7,1976-12-25,0.0,6.2,4.5
-16682,-9.36,-50136,213.81781717736385,-261511.9,461.9,1976-12-26,0.0,5.1,-0.2
-16727,-9.02,-50434,219.08254103386616,-261190.8,508.7,1976-12-27,0.0,6.2,-3.5
-16773,-9.69,-50623,220.7236106732058,-260795.1,481.5,1976-12-28,0.1,6.4,-1.5
-16819,-8.84,-50850,221.1479059817251,-260386.5,480.0,1976-12-29,16.4,7.6,-1.0
-16865,-10.12,-51158,223.71721395019227,-259998,442.5,1976-12-30,3.8,8.2,2.1
-16912,-9.34,-51450,223.261990272584,-259608.8,423.5,1976-12-31,5.4,5.2,1.8
-16957,-8.44,-51856,221.13790909272413,-259206.9,451.8,1977-01-01,0.1,4.8,1.8
-17002,-10.43,-52206,220.3743647767866,-258849,455.7,1977-01-02,0.0,6.9,-2.0
-17051,-9.89,-52437,217.95673832028174,-258456.2,433.5,1977-01-03,20.2,8.4,-2.8
-17098,-8.52,-52744,213.88701388029443,-258066.7,451.4,1977-01-04,7.4,10.3,6.2
-17143,-9.54,-53064,216.8579026931373,-257721.1,473.4,1977-01-05,0.1,10.4,7.8
-17189,-9.34,-53343,208.19350573591464,-257328.7,430.25,1977-01-06,0.0,8.2,1.3
-17234,-7.81,-53603,214.7766439566713,-256941.1,495.8,1977-01-07,0.0,7.0,2.1
-17275,-9.55,-53959,210.2748744860088,-256562,509.8,1977-01-08,0.1,9.0,4.6
-17321,-8.91,-54287,207.67411308560085,-256213.2,492.7,1977-01-09,2.8,8.7,5.4
-17367,-9.96,-54553,212.4366913146648,-255671.6,450.1,1977-01-10,0.1,6.2,-0.3
-17414,-9.16,-55260,215.69652704379405,-255489.7,464.9,1977-01-11,0.0,3.8,-1.0
-17461,-9.75,-55526,217.37632438255054,-255128.3,483.4,1977-01-12,17.6,3.6,-5.6
-17508,-9.62,-55893,223.71829246142204,-254743.4,466.0,1977-01-13,1.2,3.4,-3.0
-17556,-10.19,-56267,224.35339767076476,-254349.8,474.8,1977-01-14,0.7,6.2,-0.2
-17605,-9.37,-56483,223.14855036746204,-254016.2,448.1,1977-01-15,0.1,6.7,1.6
-17652,-10.19,-57155,231.29357613421678,-253597.4,422.2,1977-01-16,5.8,8.0,-1.5
-17702,-9.93,-57430,226.35329184425117,-253204,441.7,1977-01-17,16.5,9.0,-0.6
-17750,-8.94,-57783,223.45481611599993,-252836.7,405.2,1977-01-18,7.1,9.7,4.4
-17795,-8.84,-58159,216.66068075629482,-252492.4,420.2,1977-01-19,8.2,9.3,4.3
-17839,-8.53,-58423,212.87091028761074,-251959.4,427.3,1977-01-20,29.1,9.1,5.6
-17883,-9.51,-58566,217.25313232793502,-251738.3,425.85,1977-01-21,2.0,10.2,5.5
-17930,-10.43,-58867,213.77895408048403,-251351,398.2,1977-01-22,0.3,9.6,4.3
-17980,-9.81,-59110,207.954258455404,-250980.1,400.5,1977-01-23,0.7,9.4,3.7
-18029,-9.4,-59284,210.56770709704924,-250592.4,396.2,1977-01-24,14.5,10.2,6.2
-18075,-9.04,-59604,210.90340290966515,-250206.6,395.2,1977-01-25,2.5,10.2,5.6
-18121,-9.46,-59950,206.3768851547348,-249781.5,400.8,1977-01-26,4.4,9.2,4.5
-18167,-8.71,-60602,202.5567478249938,-248669.7,431.8,1977-01-27,9.1,9.4,4.6
-18213,-9.79,-60824,202.7086782342372,-248311.1,408.4,1977-01-28,0.0,5.4,3.0
-18260,-9.22,-61010,200.14813320360096,-247957.4,413.4,1977-01-29,0.0,6.8,-1.5
-18307,-9.53,-61605,197.40343593339372,-247595.7,410.0,1977-01-30,13.2,8.2,-0.5
-18354,-9.69,-61946,197.24236643525396,-247229.4,408.2,1977-01-31,0.0,7.0,2.1
-18402,-9.72,-62163,199.7280299125443,-246900.7,465.8,1977-02-01,8.8,8.8,-2.5
-18451,-10.18,-62707,203.69546669849038,-246578,472.8,1977-02-02,23.7,9.9,3.8
-18500,-8.92,-62917,201.67027938028278,-246088.4,539.6,1977-02-03,6.8,8.6,4.4
-18545,-8.83,-63096,199.17080568979725,-245911,524.8,1977-02-04,5.7,10.2,3.6
-18590,-9.31,-63596,208.9757824141881,-245612.6,524.7,1977-02-05,16.5,9.2,5.2
-18637,-9.49,-63814,198.17360428453378,-245122.5,544.8,1977-02-06,11.0,10.3,4.7
-18684,-9.65,-63987,200.59108353507256,-244934.3,507.5,1977-02-07,0.2,9.8,6.2
-18732,-9.64,-64489,204.3859977224767,-244582.3,513.1,1977-02-08,8.4,10.0,6.6
-18780,-9.03,-65009,207.20522458616006,-244242.7,485.5,1977-02-09,3.1,10.4,7.4
-18826,-9.36,-65364,201.14189964947187,-243933.7,475.3,1977-02-10,0.1,10.3,6.2
-18873,-9.41,-65779,203.758804582249,-243644.8,494.0,1977-02-11,0.1,10.2,1.0
-18920,-9.47,-66196,200.17043811242027,-243272.4,503.0,1977-02-12,1.3,9.8,1.1
-18967,-9.39,-66669,203.42547248921588,-243129.7,501.8,1977-02-13,14.3,8.0,3.6
-19015,-10.14,-67131,205.42035908699594,-242899.7,519.0,1977-02-14,10.1,9.3,1.5
-19064,-9.25,-67642,211.2583877926514,-242659.6,523.3,1977-02-15,4.6,7.2,3.8
-19112,-9.52,-68102,215.55081317503786,-242435.2,528.2,1977-02-16,11.7,8.9,2.8
-19159,-8.74,-68477,220.32661122546068,-242204.8,528.0,1977-02-17,7.5,9.5,4.9
-19204,-9.06,-68978,225.17215906542418,-241971.9,541.2,1977-02-18,8.1,8.0,3.2
-19251,-10.02,-69329,235.01577011604033,-241755.5,546.1,1977-02-19,18.2,8.9,1.8
-19300,-10.04,-69743,237.5634446299485,-241488.3,557.7,1977-02-20,7.9,10.0,5.2
-19349,-9.2,-70142,239.45635365708617,-241396,537.9,1977-02-21,5.5,9.8,4.8
-19396,-8.59,-70540,232.79086554237838,-240973.1,541.8,1977-02-22,1.5,8.9,3.8
-19440,-7.92,-70916,232.33476105332247,-240882.5,525.0,1977-02-23,0.1,6.8,3.8
-19484,-10.1,-71269,230.89095840633553,-240722.7,519.2,1977-02-24,0.0,7.2,2.2
-19532,-9.71,-71800,232.73507960739272,-240647.2,515.3333333,1977-02-25,0.0,8.2,-0.2
-19580,-8.9,-72271,231.3339802376306,-240559.5,520.9,1977-02-26,6.9,9.2,-0.3
-19627,-9.64,-72575,241.2403946279206,-240406.2,539.2,1977-02-27,2.5,8.9,4.8
-19675,-10.12,-73117,243.27000593612678,-240328.4,523.0,1977-02-28,20.1,9.8,4.6
-19725,-9.57,-73595,249.52367746086176,-240248.2,594.3,1977-03-01,0.2,10.3,7.0
-19774,-8.96,-73900,249.93957236494836,-240096.1,680.0,1977-03-02,0.7,11.0,7.0
-19820,-8.72,-74297,239.34140543854346,-240027,696.0,1977-03-03,0.0,10.0,6.2
-19864,-8.47,-74746,238.01317290414426,-239957,673.4,1977-03-04,0.1,10.4,5.9
-19909,-9.42,-75106,231.68344444807624,-239804.4,653.4,1977-03-05,1.0,10.9,5.9
-19956,-9.14,-75665,224.91795384960736,-239739.8,667.3333333,1977-03-06,2.6,9.5,6.2
-20003,-9.6,-76130,226.64717080896844,-239667.3,648.2,1977-03-07,0.9,11.2,7.1
-20051,-9.45,-76557,224.1427524434798,-239427.7,661.2333333,1977-03-08,10.1,10.9,7.0
-20099,-9.82,-77019,227.2993454606292,-239328.5,641.3,1977-03-09,3.5,10.0,5.4
-20149,-9.98,-77460,229.25533496544978,-239153.6,622.7,1977-03-10,8.0,10.5,5.2
-20199,-9.67,-77927,234.74268285165846,-239074.9,627.0,1977-03-11,1.0,9.8,5.3
-20248,-8.81,-78380,230.60058478694174,-238987.4,610.9,1977-03-12,1.0,10.5,3.8
-20294,-10.04,-78771,233.92301778529907,-238810.5,615.7,1977-03-13,11.2,9.8,3.5
-20345,-9.91,-79256,230.32953997112173,-238720.5,616.0,1977-03-14,5.2,9.5,3.2
-20395,-8.36,-79761,234.13416436720672,-238628.8,609.2,1977-03-15,5.0,10.8,4.4
-20439,-9.14,-80118,238.88896579028287,-238440.8,599.0,1977-03-16,7.2,11.0,4.8
-20485,-9.41,-80576,240.87295493897983,-238353.1,605.6666667,1977-03-17,16.0,10.9,4.0
-20533,-8.74,-81038,246.32246412221588,-238262.5,600.7,1977-03-18,5.9,10.8,5.2
-20579,-9.22,-81604,247.1003682352176,-238076.7,591.8,1977-03-19,0.7,10.3,6.1
-20626,-9.92,-81990,250.78745315401204,-237984.3,597.0,1977-03-20,0.4,11.3,5.4
-20675,-9.0,-82407,243.16072770547603,-237885,594.15,1977-03-21,0.0,9.6,3.0
-20723,-9.98,-82986,238.42310352799862,-237711.3,562.3,1977-03-22,0.4,9.2,2.8
-20773,-9.36,-83417,234.68610329976863,-237624.3,577.3333333,1977-03-23,0.1,9.1,3.3
-20821,-9.62,-83940,228.7630419503089,-237540.2,566.1,1977-03-24,6.6,11.2,0.7
-20870,-9.39,-84548,223.37741662402166,-237318.2,563.8,1977-03-25,5.8,11.3,6.8
-20919,-9.73,-85077,221.05561058442584,-237203.7,578.6666667,1977-03-26,19.9,10.2,6.7
-20968,-9.55,-85631,223.62974404078184,-237098.5,564.5,1977-03-27,0.1,7.8,5.6
-21017,-9.11,-86186,217.8009629500103,-236998.4,559.15,1977-03-28,0.0,7.9,-2.2
-21063,-8.43,-86751,223.98941409211108,-236897.7,549.0,1977-03-29,4.3,9.5,-1.0
-21109,-8.84,-87294,227.3783735355835,-236803.8,587.6666667,1977-03-30,22.0,10.5,3.5
-21154,-8.23,-87746,228.87834564758057,-236690.5,549.2,1977-03-31,2.0,11.6,4.7
-21198,-8.99,-88367,229.73738145870655,-236464.7,549.7,1977-04-01,0.4,9.7,6.5
-21244,-9.19,-88884,231.55865048827815,-236368.4,566.0,1977-04-02,0.2,9.6,3.9
-21291,-8.79,-89495,231.12075636405777,-236158.9,553.7,1977-04-03,0.0,9.3,1.5
-21338,-10.25,-89999,233.74184029367558,-236030.6,557.1,1977-04-04,0.0,10.5,1.0
-21389,-9.36,-90717,232.45568865935815,-235924.3,565.0,1977-04-05,0.0,10.9,1.5
-21438,-8.95,-91474,235.1600042216258,-235815.2,539.0,1977-04-06,0.1,11.6,5.8
-21485,-9.28,-91873,238.20709532731436,-235482,547.65,1977-04-07,0.0,8.6,1.2
-21533,-8.69,-92618,242.40636016295775,-235359,545.1,1977-04-08,0.0,8.2,0.3
-21578,-8.88,-93284,242.91411717720837,-235158.4,543.1,1977-04-09,0.0,11.6,4.8
-21625,-9.05,-93971,246.19646528867355,-235041.7,554.0,1977-04-10,0.0,11.8,5.6
-21672,-8.64,-94524,245.7647295013877,-234911.5,529.3,1977-04-11,0.8,11.4,6.4
-21717,-8.95,-95320,242.35406601147713,-234661,518.4,1977-04-12,0.2,11.9,6.4
-21764,-9.29,-95977,239.85849997327506,-234439.5,511.9,1977-04-13,0.0,12.2,8.0
-21812,-9.36,-96633,243.17988778616598,-234150.6,481.15,1977-04-14,0.1,12.5,5.8
-21861,-10.39,-97411,242.98971287919505,-233969.8,508.15,1977-04-15,0.0,11.8,2.2
-21914,-9.95,-98126,245.62557787811392,-233742.2,498.8,1977-04-16,8.2,10.8,5.9
-21965,-9.62,-98593,247.872113110669,-233477.1,478.2,1977-04-17,7.5,13.6,5.7
-22015,-9.52,-99375,244.762424566832,-233128.3,461.9,1977-04-18,3.8,11.2,6.7
-22065,-10.58,-100021,240.0715355271941,-232987.1,519.2333333,1977-04-19,0.8,11.1,6.2
-22119,-9.68,-100814,237.07327561500702,-232731.2,452.5,1977-04-20,0.1,11.7,7.6
-22169,-9.4,-101358,240.68407213384208,-232480.5,433.4,1977-04-21,6.1,12.7,8.5
-22218,-9.05,-102324,247.76162928794554,-232199.3,425.5,1977-04-22,7.4,10.7,8.8
-22265,-9.0,-102381,238.88,-231924.4,429.9,1977-04-23,2.2,10.0,5.5
-22313,-9.76,-103016,242.36,-231642.5,456.8,1977-04-24,5.9,11.5,4.5
-22363,-9.33,-103557,248.78,-231377.1,429.2,1977-04-25,1.6,11.5,6.8
-22412,-10.07,-104039,257.58,-231102.7,419.4,1977-04-26,1.0,11.5,6.0
-22464,-10.1,-104306,241.4,-230811.3,434.2,1977-04-27,11.8,11.6,4.5
-22516,-7.98,-104418,244.83,-230483.9,440.2,1977-04-28,2.2,11.1,3.8
-22560,-8.99,-105024,240.34,-230184.7,432.8,1977-04-29,0.0,12.3,5.2
-22608,-9.9,-106451,236.43,-229894,429.3,1977-04-30,0.0,10.9,4.2
-22659,-10.21,-107179,244.44,-229454.9,431.4,1977-05-01,5.0,11.4,4.2
-22712,-10.06,-107889,244.13,-229259.7,428.8,1977-05-02,4.0,12.0,0.2
-22764,-9.96,-108605,246.69,-228913.6,417.3,1977-05-03,0.0,13.2,4.5
-22816,-9.89,-109926,257.93,-228571.5,456.2,1977-05-04,0.0,14.0,1.4
-22867,-9.54,-110686,256.79,-228230.9,506.3333333,1977-05-05,0.0,11.2,1.0
-22917,-9.84,-110991,263.12,-227927.3,474.3,1977-05-06,0.0,11.9,2.3
-22969,-9.39,-111169,264.75,-227470.8,464.3,1977-05-07,0.0,12.4,5.5
-23018,-9.83,-111728,260.58,-227310.6,472.5,1977-05-08,8.6,12.6,8.0
-23070,-9.95,-112300,267.9,-226991.5,471.4,1977-05-09,0.0,12.5,8.2
-23122,-9.83,-112865,275.07,-226642.2,489.5,1977-05-10,0.1,12.6,5.2
-23173,-9.35,-113496,276.96,-226297.2,516.8,1977-05-11,1.1,12.9,8.4
-23222,-9.35,-113958,273.16,-225938,490.5,1977-05-12,0.0,12.8,6.2
-23272,-10.21,-114525,273.63,-225582.2,504.3,1977-05-13,0.0,11.5,3.2
-23325,-10.48,-115235,274.03,-225235.2,502.6,1977-05-14,15.1,10.0,2.5
-23380,-10.32,-115669,274.98,-224763.2,546.8,1977-05-15,0.1,11.0,6.6
-23433,-9.54,-116708,277.72,-224587.3,547.0,1977-05-16,0.0,14.5,4.8
-23485,-9.87,-117292,267.74,-224306.1,532.0,1977-05-17,0.0,12.8,3.0
-23536,-9.84,-117765,274.59,-223956.4,555.9,1977-05-18,0.0,14.0,2.5
-23588,-9.67,-118194,268.73,-222950.3,515.7,1977-05-19,0.0,13.7,4.8
-23639,-9.54,-118592,276.82,-222737.2,496.1,1977-05-20,0.0,16.0,9.2
-23689,-9.3,-119476,279.48,-222381.5,475.8,1977-05-21,0.0,18.2,5.6
-23740,-10.19,-119891,276.61,-221918.2,504.15,1977-05-22,0.0,18.9,6.5
-23792,-10.02,-120150,278.25,-221652.1,463.95,1977-05-23,0.0,17.2,6.5
-23845,-9.53,-120342,279.0,-221316.2,489.2,1977-05-24,0.0,16.6,9.0
-23897,-10.47,-121063,279.16,-220979.1,542.5,1977-05-25,1.0,16.8,8.5
-23949,-8.93,-121680,274.6,-220629,519.1,1977-05-26,0.0,17.2,9.8
-23999,-9.61,-122009,275.87,-220338.2,528.2,1977-05-27,0.0,14.2,9.6
-24050,-10.2,-122454,281.54,-220034.7,503.6,1977-05-28,0.0,17.6,10.0
-24103,-8.98,-122867,275.52,-219693.6,495.4,1977-05-29,0.0,18.3,10.2
-24152,-9.85,-123342,276.81,-219373.9,500.7,1977-05-30,0.0,15.2,8.7
-24204,-9.96,-124063,275.15,-219038,488.2,1977-05-31,0.0,14.8,4.7
-24256,-9.17,-124749,273.02,-218728.5,490.9,1977-06-01,0.0,17.7,4.2
-24306,-10.4,-125012,274.93,-218426.1,484.0,1977-06-02,0.0,19.3,6.0
-24361,-9.96,-125363,275.78,-218114.8,476.5,1977-06-03,0.0,21.1,5.8
-24413,-9.02,-125553,276.88,-217825.3,537.6,1977-06-04,0.0,18.8,6.0
-24462,-9.94,-126074,276.03,-217542.5,507.6,1977-06-05,0.0,16.2,11.4
-24515,-9.34,-126222,280.72,-217266.4,488.8,1977-06-06,0.6,14.0,9.3
-24565,-9.59,-126516,285.76,-216997.6,469.4,1977-06-07,0.0,14.2,6.2
-24616,-9.96,-126928,271.08,-216733,460.5,1977-06-08,0.9,15.2,5.8
-24669,-10.19,-127128,268.44,-216475.2,495.4,1977-06-09,2.2,15.2,5.0
-24723,-10.11,-127705,260.61,-216217.9,459.6,1977-06-10,0.0,15.9,4.5
-24776,-9.05,-128423,251.84,-215816.7,452.7,1977-06-11,0.0,14.4,6.8
-24827,-9.48,-128868,250.84,-215691.6,445.3,1977-06-12,0.0,13.6,6.0
-24877,-9.72,-129372,241.13,-215456.1,451.9,1977-06-13,0.0,18.0,4.2
-24929,-10.13,-130026,232.28,-215216.4,443.1,1977-06-14,0.0,18.9,7.6
-24983,-9.59,-130759,228.0,-214989.7,454.4,1977-06-15,1.1,15.9,9.4
-25035,-9.75,-130981,224.63,-214452.4,479.8,1977-06-16,1.3,14.6,9.0
-25087,-9.7,-131825,222.74,-213964.5,456.9,1977-06-17,0.0,15.0,9.5
-25139,-9.93,-132572,212.43,-213480.9,505.6666667,1977-06-18,0.0,15.5,8.4
-25191,-9.22,-134615,203.74,-213015.3,568.6,1977-06-19,0.0,17.1,9.8
-25242,-8.79,-135813,199.18,-212568.5,561.3333333,1977-06-20,0.0,16.2,7.0
-25290,-8.28,-136884,198.55,-212102.3,590.7,1977-06-21,0.0,18.0,10.4
-25337,-8.84,-137999,192.75,-211638.1,573.6666667,1977-06-22,0.0,17.6,6.8
-25382,-6.91,-140410,196.51,-211179.3,573.2,1977-06-23,0.0,17.2,6.0
-25427,-9.25,-141701,194.59,-210742,585.6666667,1977-06-24,5.4,18.2,11.3
-25475,-9.03,-142849,196.02,-210311.4,583.0,1977-06-25,0.0,18.0,11.2
-25524,-8.69,-144158,193.59,-209851.5,576.7,1977-06-26,0.0,18.9,9.6
-25573,-10.51,-146283,195.81,-209400,593.2,1977-06-27,2.5,15.0,11.8
-25627,-9.14,-147516,201.78,-208954.1,579.3333333,1977-06-28,0.0,17.8,10.2
-25677,-7.86,-148644,202.51,-208528.4,558.3,1977-06-29,0.0,17.1,11.0
-25723,-7.71,-149494,202.35,-208103.3,565.3333333,1977-06-30,10.5,15.0,11.9
-25767,-8.61,-151824,198.78,-207662.6,547.9,1977-07-01,0.1,17.0,11.2
-25814,-8.94,-152939,196.3,-207202.5,532.3333333,1977-07-02,3.9,16.0,12.0
-25863,-9.4,-154356,189.38,-206762.9,511.0,1977-07-03,0.5,16.5,10.5
-25914,-8.38,-156716,189.0,-206403.3,515.0,1977-07-04,0.0,18.5,12.2
-25961,-8.81,-157766,185.5,-205835.9,504.4,1977-07-05,0.0,21.3,10.2
-26010,-9.87,-158204,187.5,-205390.3,512.6,1977-07-06,0.0,23.2,12.0
-26063,-10.22,-161908,204.3,-204902.1,499.2,1977-07-07,0.0,25.2,12.2
-26117,-9.15,-162384,196.5,-204401.2,487.0,1977-07-08,1.4,24.0,12.0
-26168,-9.42,-164193,191.6,-203931.5,505.5,1977-07-09,0.0,24.0,11.6
-26220,-9.93,-164834,190.1,-203425.8,490.0,1977-07-10,0.0,20.3,11.2
-26273,-9.42,-165964,186.7,-202936.1,487.7,1977-07-11,0.0,22.0,11.4
-26325,-8.71,-166795,183.8,-202401.2,462.0,1977-07-12,0.0,20.1,9.5
-26373,-8.89,-167564,196.6,-201846.6,493.0,1977-07-13,0.0,21.2,11.5
-26422,-8.2,-169989,197.8,-201301.8,435.6666667,1977-07-14,0.0,18.2,11.4
-26468,-7.84,-172492,197.7,-200725.6,489.4,1977-07-15,0.0,19.2,12.6
-26514,-8.69,-173883,196.0,-200213,466.3,1977-07-16,8.5,17.2,10.2
-26561,-8.61,-174903,190.3,-199708.6,541.3,1977-07-17,0.0,17.1,12.6
-26610,-8.59,-175583,189.4,-199343.5,538.6666667,1977-07-18,0.0,17.2,11.6
-26658,-8.87,-175779,190.1,-198791.2,529.7,1977-07-19,0.0,18.2,12.0
-26707,-9.46,-177923,207.7,-198398.2,539.0,1977-07-20,2.1,18.9,11.1
-26758,-9.14,-179352,213.2,-197400,627.3333333,1977-07-21,1.5,15.6,8.9
-26809,-8.91,-180246,217.7,-196953.6,667.5,1977-07-22,0.5,16.9,12.0
-26859,-9.27,-181307,198.1,-196515,609.3333333,1977-07-23,1.4,17.4,12.5
-26909,-8.35,-182421,199.7,-196085.7,598.4,1977-07-24,1.6,17.2,11.0
-26957,-8.88,-184461,203.4,-195632,579.4,1977-07-25,0.0,17.2,10.5
-27005,-8.28,-186487,210.7,-195165.1,588.8,1977-07-26,0.0,16.8,10.2
-27053,-8.72,-187856,231.3,-194666.2,564.3333333,1977-07-27,4.0,17.5,9.8
-27101,-8.26,-189304,231.4,-194154.4,548.0,1977-07-28,0.0,20.0,9.5
-27148,-8.1,-190014,220.3,-193655.3,534.0,1977-07-29,0.0,18.2,9.0
